"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"28/01/2025","03:16:09","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","0X859720RT823025L",""
"28/01/2025","03:16:09","PST","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","1AG82880DJ6898341",""
"28/01/2025","21:52:17","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","7BG684048M906024M",""
"28/01/2025","21:52:17","PST","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","7D3673849S273342E",""
"29/01/2025","14:24:35","PST","zooplus SE","Express Checkout Payment","Completed","EUR","-71,77","0,00","-71,77",,"","-71,77","89U02929N4378871C",""
"29/01/2025","14:24:35","PST","","General Card Deposit","Completed","EUR","71,77","0,00","71,77",,"","0,00","0VC0754299904334W",""
"29/01/2025","18:53:45","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","8W019678N2025441V",""
"29/01/2025","18:53:45","PST","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","72D69798HY079904Y",""
"30/01/2025","05:17:33","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","4X979035RW899360B",""
"30/01/2025","05:17:33","PST","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","00M49689719921731",""
"06/02/2025","16:05:55","PST","GitHub, Inc.","PreApproved Payment Bill User Payment","Completed","USD","-10,00","0,00","-10,00",,"","-10,00","1A955260CA840014Y",""
"06/02/2025","16:05:55","PST","","General Card Deposit","Completed","USD","10,00","0,00","10,00",,"","0,00","1YS622657Y190084G",""
"07/02/2025","04:41:55","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","4HK55337M8893535E",""
"07/02/2025","04:41:55","PST","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","598483594R158114A",""
"08/02/2025","04:53:07","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-17,71","0,00","-17,71",,"","-17,71","7CC93570WA310125L",""
"08/02/2025","04:53:07","PST","","General Card Deposit","Completed","EUR","17,71","0,00","17,71",,"","0,00","6Y5319551X5404523",""
"11/02/2025","07:16:36","PST","BenQ Europe B.V.","Express Checkout Payment","Completed","EUR","-171,79","0,00","-171,79",,"","-171,79","66D70543NM0673525",""
"11/02/2025","07:16:36","PST","","General Card Deposit","Completed","EUR","171,79","0,00","171,79",,"","0,00","4LR787622S929262J",""
"13/02/2025","05:25:01","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","5VY80551TV053901S",""
"13/02/2025","05:25:01","PST","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","4RY20805M32674409",""
"14/02/2025","09:06:04","PST","Guillemot Corporation SA","Express Checkout Payment","Completed","EUR","-79,98","0,00","-79,98",,"","-79,98","1EM12872BK044020X",""
"14/02/2025","09:06:04","PST","","General Card Deposit","Completed","EUR","79,98","0,00","79,98",,"","0,00","0C420136PU291222Y",""
"14/02/2025","15:39:59","PST","AliExpress","Express Checkout Payment","Completed","EUR","-4,47","0,00","-4,47",,"","-4,47","4D123039HR116241L",""
"14/02/2025","15:39:59","PST","","General Card Deposit","Completed","EUR","4,47","0,00","4,47",,"","0,00","51E80524863935321",""
"20/02/2025","04:10:05","PST","Uber BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","6N26097499588264M",""
"20/02/2025","04:10:05","PST","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","3XN28848KR454535Y",""
"20/02/2025","05:16:44","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-24,31","0,00","-24,31",,"","-24,31","8G666163C2473400E",""
"20/02/2025","05:16:44","PST","","General Card Deposit","Completed","EUR","24,31","0,00","24,31",,"","0,00","05V4097699442840K",""
"23/02/2025","00:12:25","PST","Google","PreApproved Payment Bill User Payment","Completed","EUR","-17,99","0,00","-17,99",,"","-17,99","6GB069524H923344N",""
"23/02/2025","00:12:25","PST","","General Card Deposit","Completed","EUR","17,99","0,00","17,99",,"","0,00","16714066FB528724P",""
"25/02/2025","12:04:56","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-14,22","0,00","-14,22",,"","-14,22","8AM10058D2337942M",""
"25/02/2025","12:04:56","PST","","General Card Deposit","Completed","EUR","14,22","0,00","14,22",,"","0,00","7CB34958LG993484A",""
"25/02/2025","12:07:37","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-16,92","0,00","-16,92",,"","-16,92","2XB80114AS556774R",""
"25/02/2025","12:07:37","PST","","General Card Deposit","Completed","EUR","16,92","0,00","16,92",,"","0,00","6NW89618JX632981X",""
"27/02/2025","18:53:45","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","8EL001094B395310R",""
"27/02/2025","18:53:45","PST","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","36630696MD338700U",""
"27/02/2025","21:54:20","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","3EP64843BC958594N",""
"27/02/2025","21:54:20","PST","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","0LP88191GW4027124",""
"28/02/2025","03:16:10","PST","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","0EJ38077Y6622422F",""
"28/02/2025","03:16:10","PST","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","3B702056J26113920",""
"28/02/2025","04:37:29","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","67L39026A31725116",""
"28/02/2025","04:37:29","PST","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","6R4986319R2530730",""
"01/03/2025","05:25:17","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-13,29","0,00","-13,29",,"","-13,29","98H47926VC653822G",""
"01/03/2025","05:25:17","PST","","General Card Deposit","Completed","EUR","13,29","0,00","13,29",,"","0,00","7UC40130ET880381X",""
"04/03/2025","05:06:58","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-35,31","0,00","-35,31",,"","-35,31","51W96179VH7978259",""
"04/03/2025","05:06:58","PST","","General Card Deposit","Completed","EUR","35,31","0,00","35,31",,"","0,00","3MU98484HS935663U",""
"06/03/2025","04:41:14","PST","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","85B39360BX812702D",""
"06/03/2025","04:41:14","PST","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","84L95667B6289254U",""
"06/03/2025","10:06:21","PST","GitHub, Inc.","PreApproved Payment Bill User Payment","Completed","USD","-10,00","0,00","-10,00",,"","-10,00","6U416326CK9673545",""
"06/03/2025","10:06:21","PST","","General Card Deposit","Completed","USD","10,00","0,00","10,00",,"","0,00","0WS18665BP6241320",""
"08/03/2025","15:44:40","PST","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","2C1884551L4673745",""
"08/03/2025","15:44:40","PST","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","74C34918XU9716047",""
"13/03/2025","05:38:52","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","7UF07791MN307321A",""
"13/03/2025","05:38:52","PDT","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","8AG27055GP1690508",""
"13/03/2025","13:24:29","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-9,99","0,00","-9,99",,"","-9,99","6X136269BR543534Y",""
"13/03/2025","13:24:29","PDT","","General Card Deposit","Completed","EUR","9,99","0,00","9,99",,"","0,00","7YN55210GN625664D",""
"14/03/2025","12:51:10","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-41,01","0,00","-41,01",,"","-41,01","8BH278079P099221D",""
"14/03/2025","12:51:10","PDT","","General Card Deposit","Completed","EUR","41,01","0,00","41,01",,"","0,00","6BK23163GX017001X",""
"14/03/2025","13:51:29","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-3,97","0,00","-3,97",,"","-3,97","0YW36176D3460711H",""
"14/03/2025","13:51:29","PDT","","General Card Deposit","Completed","EUR","3,97","0,00","3,97",,"","0,00","5S941560K1614601P",""
"20/03/2025","05:10:07","PDT","Uber BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","55U428527G0716631",""
"20/03/2025","05:10:07","PDT","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","9DB3627465480522H",""
"20/03/2025","05:28:33","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","1HX48522HD0704603",""
"20/03/2025","05:28:33","PDT","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","2XB08116ER917684V",""
"21/03/2025","02:13:26","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-93,00","0,00","-93,00",,"","-93,00","6EY98009EY214963C",""
"21/03/2025","02:13:26","PDT","","General Card Deposit","Completed","EUR","93,00","0,00","93,00",,"","0,00","8T061965FB061591F",""
"23/03/2025","00:12:25","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-17,99","0,00","-17,99",,"","-17,99","3DN15550M5262432P",""
"23/03/2025","00:12:25","PDT","","General Card Deposit","Completed","EUR","17,99","0,00","17,99",,"","0,00","18E94076PT992294T",""
"26/03/2025","01:26:35","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-17,00","0,00","-17,00",,"","-17,00","1BS069774H952124T",""
"26/03/2025","01:26:35","PDT","","General Card Deposit","Completed","EUR","17,00","0,00","17,00",,"","0,00","0HA63907V9549620B",""
"27/03/2025","01:38:40","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-17,00","0,00","-17,00",,"","-17,00","03G20756P3920864A",""
"27/03/2025","01:38:40","PDT","","General Card Deposit","Completed","EUR","17,00","0,00","17,00",,"","0,00","1VM87498L5813172D",""
"27/03/2025","05:32:41","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-30,77","0,00","-30,77",,"","-30,77","96L72408Y0582734K",""
"27/03/2025","05:32:41","PDT","","General Card Deposit","Completed","EUR","30,77","0,00","30,77",,"","0,00","6BF98863HP8023027",""
"27/03/2025","13:50:17","PDT","Netflix.com","PreApproved Payment Bill User Payment","Completed","EUR","-12,99","0,00","-12,99",,"","-12,99","5X9151161G217160K",""
"27/03/2025","13:50:17","PDT","","General Card Deposit","Completed","EUR","12,99","0,00","12,99",,"","0,00","1X85916307282303V",""
"28/03/2025","06:16:03","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-18,22","0,00","-18,22",,"","-18,22","6KX02946DH616843V",""
"28/03/2025","06:16:03","PDT","","General Card Deposit","Completed","EUR","18,22","0,00","18,22",,"","0,00","87F70305HD6456719",""
"28/03/2025","09:55:56","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-17,00","0,00","-17,00",,"","-17,00","90F80245LH798615E",""
"28/03/2025","09:55:56","PDT","","General Card Deposit","Completed","EUR","17,00","0,00","17,00",,"","0,00","9K238724HT042363J",""
"28/03/2025","21:52:00","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","5HW94414U2156490K",""
"28/03/2025","21:52:00","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","9XX5064114736643M",""
"29/03/2025","18:53:56","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","3D707051G71144214",""
"29/03/2025","18:53:56","PDT","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","7R891622Y72863519",""
"02/04/2025","04:15:40","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","0EA6889447394625E",""
"02/04/2025","04:15:40","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","8NJ79108DC227335J",""
"03/04/2025","04:22:24","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,66","0,00","-31,66",,"","-31,66","1JY592412K968493A",""
"03/04/2025","04:22:24","PDT","","General Card Deposit","Completed","EUR","31,66","0,00","31,66",,"","0,00","88435726216465300",""
"08/04/2025","09:57:01","PDT","Foshan Aishang Beichong Garments Co., Ltd.","Express Checkout Payment","Completed","USD","-49,98","0,00","-49,98",,"","-49,98","3E462857LY751284G",""
"08/04/2025","09:57:01","PDT","","General Card Deposit","Completed","USD","49,98","0,00","49,98",,"","0,00","57X18774569847007",""
"09/04/2025","05:03:48","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-49,00","0,00","-49,00",,"","-49,00","0KK05791XE744422A",""
"09/04/2025","05:03:48","PDT","","General Card Deposit","Completed","EUR","49,00","0,00","49,00",,"","0,00","55D898781F7867736",""
"10/04/2025","04:35:43","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,66","0,00","-31,66",,"","-31,66","3NX91917BY8163445",""
"10/04/2025","04:35:43","PDT","","General Card Deposit","Completed","EUR","31,66","0,00","31,66",,"","0,00","1TS72408Y2872670Y",""
"14/04/2025","11:49:22","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-46,53","0,00","-46,53",,"","-46,53","58E45051R6494440H",""
"14/04/2025","11:49:22","PDT","","General Card Deposit","Completed","EUR","46,53","0,00","46,53",,"","0,00","6X890480UL0216139",""
"15/04/2025","00:11:32","PDT","Leroy Merlin PT","Express Checkout Payment","Completed","EUR","-35,59","0,00","-35,59",,"","-35,59","6UB306901S000270M",""
"15/04/2025","00:11:32","PDT","","General Card Deposit","Completed","EUR","35,59","0,00","35,59",,"","0,00","30Y5346703368220U",""
"17/04/2025","05:25:50","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,66","0,00","-31,66",,"","-31,66","3HT85132XM394350H",""
"17/04/2025","05:25:50","PDT","","General Card Deposit","Completed","EUR","31,66","0,00","31,66",,"","0,00","4S635306829208111",""
"18/04/2025","15:59:21","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-561,99","0,00","-561,99",,"","-561,99","5KR65189BB889740R",""
"18/04/2025","15:59:21","PDT","","General Card Deposit","Completed","EUR","561,99","0,00","561,99",,"","0,00","495221698M240733G",""
"19/04/2025","09:03:06","PDT","Etnaga - Consultores Sistemas de Informação Lda.","Express Checkout Payment","Completed","EUR","-64,43","0,00","-64,43",,"","-64,43","43H167722L339530E",""
"19/04/2025","09:03:06","PDT","","General Card Deposit","Completed","EUR","64,43","0,00","64,43",,"","0,00","95618405MW117561E",""
"20/04/2025","05:10:07","PDT","Uber BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","0W7434103D2494331",""
"20/04/2025","05:10:07","PDT","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","49Y9207321610252E",""
"23/04/2025","00:12:25","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-17,99","0,00","-17,99",,"","-17,99","2K911779RF0163343",""
"23/04/2025","00:12:25","PDT","","General Card Deposit","Completed","EUR","17,99","0,00","17,99",,"","0,00","4UY45829H60509055",""
"24/04/2025","01:04:28","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-7,99","0,00","-7,99",,"","-7,99","7YG06869D2583683R",""
"24/04/2025","01:04:28","PDT","","General Card Deposit","Completed","EUR","7,99","0,00","7,99",,"","0,00","35779645WG173400A",""
"26/04/2025","19:21:59","PDT","Netflix.com","PreApproved Payment Bill User Payment","Completed","EUR","-12,99","0,00","-12,99",,"","-12,99","7Y031199G6419581C",""
"26/04/2025","19:21:59","PDT","","General Card Deposit","Completed","EUR","12,99","0,00","12,99",,"","0,00","1FY22461AN666883G",""
"28/04/2025","21:53:21","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","8LF09380UT477131Y",""
"28/04/2025","21:53:21","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","6FH94099X59159246",""
"29/04/2025","18:53:34","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","0V436420RV2899058",""
"29/04/2025","18:53:34","PDT","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","4FW96227NY789990E",""
"30/04/2025","04:33:34","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-35,56","0,00","-35,56",,"","-35,56","0Y073188AG121083X",""
"30/04/2025","04:33:34","PDT","","General Card Deposit","Completed","EUR","35,56","0,00","35,56",,"","0,00","22T86633D5600974F",""
"01/05/2025","05:12:50","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-36,33","0,00","-36,33",,"","-36,33","8SP4528782680094C",""
"01/05/2025","05:12:50","PDT","","General Card Deposit","Completed","EUR","36,33","0,00","36,33",,"","0,00","04R08888659725120",""
"01/05/2025","06:13:16","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-3,40","0,00","-3,40",,"","-3,40","5PT4301063244035J",""
"01/05/2025","06:13:16","PDT","","General Card Deposit","Completed","EUR","3,40","0,00","3,40",,"","0,00","29078883PS722302F",""
"02/05/2025","04:16:21","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","57F29380EG581424J",""
"02/05/2025","04:16:21","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","9PU26845YW024090W",""
"03/05/2025","00:38:27","PDT","Paddle.net","Express Checkout Payment","Completed","EUR","-24,59","0,00","-24,59",,"","-24,59","17T10900TE5346525",""
"03/05/2025","00:38:27","PDT","","General Card Deposit","Completed","EUR","24,59","0,00","24,59",,"","0,00","92W25303J3618303M",""
"08/05/2025","03:26:35","PDT","HomeFitnessCode","General Payment","Completed","EUR","18,67","-1,33","18,67",,"","18,67","904513789F799893S",""
"08/05/2025","04:00:50","PDT","PayPal","Account Hold for Open Authorization","Pending","EUR","-18,67","0,00","-18,67",,"","0,00","0EM6870581537371L",""
"08/05/2025","04:25:59","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-42,20","0,00","-42,20",,"","-42,20","1GS790287W257182P",""
"08/05/2025","04:25:59","PDT","PayPal","Reversal of General Account Hold","Completed","EUR","18,67","0,00","18,67",,"","-23,53","83J671206D736572Y",""
"08/05/2025","04:25:59","PDT","","General Card Deposit","Completed","EUR","23,53","0,00","23,53",,"","0,00","2MX04016CL800725W",""
"09/05/2025","00:16:47","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-160,91","0,00","-160,91",,"","-160,91","6PS49922AD676252J",""
"09/05/2025","00:16:47","PDT","","General Card Deposit","Completed","EUR","160,91","0,00","160,91",,"","0,00","4D401896JX055711X",""
"09/05/2025","19:38:12","PDT","PUBLICO - COMUNICACAO SOCIAL SA","PreApproved Payment Bill User Payment","Completed","EUR","-76,00","0,00","-76,00",,"","-76,00","9NA073862R339244L",""
"09/05/2025","19:38:12","PDT","","General Card Deposit","Completed","EUR","76,00","0,00","76,00",,"","0,00","24N37417A18332604",""
"10/05/2025","02:23:12","PDT","IKEA Portugal Móveis e Decoração, Lda","Payment Refund","Completed","EUR","14,00","0,00","14,00",,"","14,00","5S842791FE405141H",""
"10/05/2025","02:23:12","PDT","","General Card Withdrawal","Completed","EUR","-14,00","0,00","-14,00",,"","0,00","86X57469E22567815",""
"11/05/2025","05:05:17","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-14,84","0,00","-14,84",,"","-14,84","63S810799P598891P",""
"11/05/2025","05:05:17","PDT","","General Card Deposit","Completed","EUR","14,84","0,00","14,84",,"","0,00","64P19754LU202141P",""
"11/05/2025","06:05:40","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-1,39","0,00","-1,39",,"","-1,39","9YJ090953P0922601",""
"11/05/2025","06:05:40","PDT","","General Card Deposit","Completed","EUR","1,39","0,00","1,39",,"","0,00","6RY63664Y03914244",""
"12/05/2025","01:50:18","PDT","PUBLICO - COMUNICACAO SOCIAL SA","Payment Refund","Completed","EUR","76,00","0,00","76,00",,"","76,00","6VR109628W911933E",""
"12/05/2025","01:50:18","PDT","","General Card Withdrawal","Completed","EUR","-76,00","0,00","-76,00",,"","0,00","1A301910FM596742A",""
"13/05/2025","09:51:01","PDT","Hospital da Luz Oeiras","Express Checkout Payment","Completed","EUR","-30,00","0,00","-30,00",,"","-30,00","2C721699F00168315",""
"13/05/2025","09:51:01","PDT","","General Card Deposit","Completed","EUR","30,00","0,00","30,00",,"","0,00","6MW33294GA135434D",""
"16/05/2025","12:07:44","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-17,69","0,00","-17,69",,"","-17,69","9AN81167P66336617",""
"16/05/2025","12:07:44","PDT","","General Card Deposit","Completed","EUR","17,69","0,00","17,69",,"","0,00","50645190F7950711R",""
"20/05/2025","05:10:07","PDT","Uber BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","1T572277NU144782H",""
"20/05/2025","05:10:07","PDT","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","4P725310A3189222B",""
"21/05/2025","01:22:54","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-8,15","0,00","-8,15",,"","-8,15","51D58187RN706454J",""
"21/05/2025","01:22:54","PDT","","General Card Deposit","Completed","EUR","8,15","0,00","8,15",,"","0,00","41W537172K802935S",""
